"sys_sample_code","chemical_name","sample_date","cas_rn","fraction","result_value","result_unit","method_detection_limit","detection_limit_unit","quantitation_limit","lab_qualifiers","validator_qualifiers","interpreted_qualifiers"
"17ALG006","pH of Color Analysis",2017-06-14,"PHCOLOR","T",7.81,"pH units",NA,"pH units",NA,"","A",""
"17ALG006","PHOSPHORUS, DISSOLVED (AS P)",2017-06-14,"7723-14-0","D",0.0054,"mg/l",0.002,"mg/l",0.003,"","A",""
"17ALG006","PHOSPHORUS, TOTAL (AS P)",2017-06-14,"7723-14-0","T",0.0211,"mg/l",0.002,"mg/l",0.003,"","A",""
"17ALG006","TOTAL ORGANIC CARBON",2017-06-14,"TOC","T",2,"mg/l",0.05,"mg/l",1,"","R","Equipment Blank error"
"17ALG007","ALKALINITY, TOTAL (AS CaCO3)",2017-06-14,"ALK","T",63.2,"mg/l",1,"mg/l",2,"","A",""
"17ALG007","Chlorophyll A",2017-06-14,"479-61-8","T",19.9,"ug/l",NA,"ug/l",0.8,"","A",""
"17ALG007","Nitrate+Nitrite as Nitrogen",2017-06-14,"NO3NO2N","T",0.186,"mg/l",0.0025,"mg/l",0.0025,"","A",""
"17ALG007","Nitrogen, ammonia (As N)",2017-06-14,"7664-41-7","T",NA,"mg/l",8e-04,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected"
"17ALG007","NITROGEN, KJELDAHL, TOTAL",2017-06-14,"KN","T",0.35,"mg/l",0.08,"mg/l",0.1,"","A",""
"17ALG007","PHOSPHORUS, DISSOLVED (AS P)",2017-06-14,"7723-14-0","D",0.0068,"mg/l",0.002,"mg/l",0.003,"","A",""
"17ALG007","PHOSPHORUS, TOTAL (AS P)",2017-06-14,"7723-14-0","T",0.0238,"mg/l",0.002,"mg/l",0.003,"","A",""
"17ALG007","TOTAL ORGANIC CARBON",2017-06-14,"TOC","T",2,"mg/l",0.05,"mg/l",1,"","R","Equipment Blank error"
"17ALG008","Color, True",2017-06-14,"COLOR","T",10,"color unit",NA,"color unit",1,"","T",""
"17ALG008","Nitrate+Nitrite as Nitrogen",2017-06-14,"NO3NO2N","T",0.24,"mg/l",0.0025,"mg/l",0.0025,"","A",""
"17ALG008","Nitrogen, ammonia (As N)",2017-06-14,"7664-41-7","T",0.119,"mg/l",8e-04,"mg/l",0.005,"","A",""
"17ALG008","NITROGEN, KJELDAHL, TOTAL",2017-06-14,"KN","T",0.32,"mg/l",0.08,"mg/l",0.1,"","A",""
"17ALG008","pH of Color Analysis",2017-06-14,"PHCOLOR","T",7.82,"pH units",NA,"pH units",NA,"","A",""
"17ALG008","PHOSPHORUS, DISSOLVED (AS P)",2017-06-14,"7723-14-0","D",0.0075,"mg/l",0.002,"mg/l",0.003,"","A",""
"17ALG008","PHOSPHORUS, TOTAL (AS P)",2017-06-14,"7723-14-0","T",0.0187,"mg/l",0.002,"mg/l",0.003,"","A",""
"17ALG008","TOTAL ORGANIC CARBON",2017-06-14,"TOC","T",1.8,"mg/l",0.05,"mg/l",1,"","R","Equipment Blank error"
"17ALG009","ALKALINITY, TOTAL (AS CaCO3)",2017-06-13,"ALK","T",45.6,"mg/l",1,"mg/l",2,"","A",""
"17ALG009","Carbon, Dissolved Organic (DOC)",2017-06-13,"DOC","D",6.1,"mg/l",0.05,"mg/l",1,"","A",""
"17ALG009","Chlorophyll A",2017-06-13,"479-61-8","T",3.97,"ug/l",NA,"ug/l",0.16,"","J","estimated value due to Equipment Blank error"
"17ALG009","Color, True",2017-06-13,"COLOR","T",40,"color unit",NA,"color unit",1,"","A",""
"17ALG009","Nitrate+Nitrite as Nitrogen",2017-06-13,"NO3NO2N","T",NA,"mg/l",0.0025,"mg/l",0.0025,"U","U","Analyte was analyzed for but not detected"
"17ALG009","Nitrogen, ammonia (As N)",2017-06-13,"7664-41-7","T",NA,"mg/l",8e-04,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected"
"17ALG009","NITROGEN, KJELDAHL, TOTAL",2017-06-13,"KN","T",0.42,"mg/l",0.08,"mg/l",0.1,"","A",""
"17ALG009","pH of Color Analysis",2017-06-13,"PHCOLOR","T",7.82,"pH units",NA,"pH units",NA,"","A",""
"17ALG009","PHOSPHORUS, DISSOLVED (AS P)",2017-06-13,"7723-14-0","D",0.0069,"mg/l",0.002,"mg/l",0.003,"","A",""
"17ALG009","PHOSPHORUS, TOTAL (AS P)",2017-06-13,"7723-14-0","T",0.0145,"mg/l",0.002,"mg/l",0.003,"","A",""
"17ALG009","SULFATE (AS SO4)",2017-06-13,"14808-79-8","T",3.4,"mg/l",0.2,"mg/l",2,"","A",""
"17ALG009","UV 254",2017-06-13,"UV254","T",0.191,"1/cm",NA,"1/cm",NA,"","A",""
"17ALG010","Carbon, Dissolved Organic (DOC)",2017-06-13,"DOC","D",7.1,"mg/l",0.05,"mg/l",1,"","A",""
"17ALG010","Color, True",2017-06-13,"COLOR","T",200,"color unit",NA,"color unit",1,"","A",""
"17ALG010","pH of Color Analysis",2017-06-13,"PHCOLOR","T",7.56,"pH units",NA,"pH units",NA,"","A",""
"17ALG010","PHOSPHORUS, DISSOLVED (AS P)",2017-06-13,"7723-14-0","D",0.04,"mg/l",0.002,"mg/l",0.003,"","A",""
"17ALG010","SULFATE (AS SO4)",2017-06-13,"14808-79-8","T",2.6,"mg/l",0.2,"mg/l",2,"","A",""
"17ALG010","UV 254",2017-06-13,"UV254","T",0.457,"1/cm",NA,"1/cm",NA,"","A",""
"17ALG011","ALKALINITY, TOTAL (AS CaCO3)",2017-06-13,"ALK","T",81.6,"mg/l",1,"mg/l",2,"","A",""
"17ALG011","Chlorophyll A",2017-06-13,"479-61-8","T",3.77,"ug/l",NA,"ug/l",0.16,"","J","estimated value due to Equipment Blank error"
"17ALG011","Color, True",2017-06-13,"COLOR","T",18,"color unit",NA,"color unit",1,"","J","estimated value due to Equipment Blank error"
"17ALG011","Nitrate+Nitrite as Nitrogen",2017-06-13,"NO3NO2N","T",NA,"mg/l",0.0025,"mg/l",0.0025,"U","U","Analyte was analyzed for but not detected"
"17ALG011","Nitrogen, ammonia (As N)",2017-06-13,"7664-41-7","T",NA,"mg/l",8e-04,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected"
"17ALG011","NITROGEN, KJELDAHL, TOTAL",2017-06-13,"KN","T",0.37,"mg/l",0.08,"mg/l",0.1,"","A",""
"17ALG011","pH of Color Analysis",2017-06-13,"PHCOLOR","T",8.11,"pH units",NA,"pH units",NA,"","A",""
"17ALG011","PHOSPHORUS, DISSOLVED (AS P)",2017-06-13,"7723-14-0","D",0.0045,"mg/l",0.002,"mg/l",0.003,"","A",""
"17ALG011","PHOSPHORUS, TOTAL (AS P)",2017-06-13,"7723-14-0","T",0.0127,"mg/l",0.002,"mg/l",0.003,"","A",""
"17ALG011","TOTAL ORGANIC CARBON",2017-06-13,"TOC","T",3.9,"mg/l",0.05,"mg/l",1,"","R","Equipment Blank error"
"17ALG012","Color, True",2017-06-13,"COLOR","T",30,"color unit",NA,"color unit",1,"","J","estimated value due to Equipment Blank error"
"17ALG012","Nitrate+Nitrite as Nitrogen",2017-06-13,"NO3NO2N","T",NA,"mg/l",0.0025,"mg/l",0.0025,"U","U","Analyte was analyzed for but not detected"
"17ALG012","Nitrogen, ammonia (As N)",2017-06-13,"7664-41-7","T",0.388,"mg/l",8e-04,"mg/l",0.005,"","A",""
"17ALG012","NITROGEN, KJELDAHL, TOTAL",2017-06-13,"KN","T",0.75,"mg/l",0.08,"mg/l",0.1,"","A",""
"17ALG012","pH of Color Analysis",2017-06-13,"PHCOLOR","T",7.82,"pH units",NA,"pH units",NA,"","A",""
"17ALG012","PHOSPHORUS, DISSOLVED (AS P)",2017-06-13,"7723-14-0","D",0.0325,"mg/l",0.002,"mg/l",0.003,"","A",""
"17ALG012","PHOSPHORUS, TOTAL (AS P)",2017-06-13,"7723-14-0","T",0.0722,"mg/l",0.002,"mg/l",0.003,"","A",""
"17ALG012","TOTAL ORGANIC CARBON",2017-06-13,"TOC","T",3.7,"mg/l",0.05,"mg/l",1,"","R","Equipment Blank error"
"17ALG013","ALKALINITY, TOTAL (AS CaCO3)",2017-06-13,"ALK","T",93.6,"mg/l",1,"mg/l",2,"","A",""
"17ALG013","Chlorophyll A",2017-06-13,"479-61-8","T",5.26,"ug/l",NA,"ug/l",0.16,"","J","estimated value due to Equipment Blank error"
"17ALG013","Color, True",2017-06-13,"COLOR","T",15,"color unit",NA,"color unit",1,"","T",""
"17ALG013","Nitrate+Nitrite as Nitrogen",2017-06-13,"NO3NO2N","T",NA,"mg/l",0.0025,"mg/l",0.0025,"U","U","Analyte was analyzed for but not detected"
"17ALG013","Nitrogen, ammonia (As N)",2017-06-13,"7664-41-7","T",0.0068,"mg/l",8e-04,"mg/l",0.005,"","A",""
"17ALG013","NITROGEN, KJELDAHL, TOTAL",2017-06-13,"KN","T",0.37,"mg/l",0.08,"mg/l",0.1,"","A",""
"17ALG013","pH of Color Analysis",2017-06-13,"PHCOLOR","T",8.12,"pH units",NA,"pH units",NA,"","A",""
"17ALG013","PHOSPHORUS, DISSOLVED (AS P)",2017-06-13,"7723-14-0","D",0.006,"mg/l",0.002,"mg/l",0.003,"","A",""
"17ALG013","PHOSPHORUS, TOTAL (AS P)",2017-06-13,"7723-14-0","T",0.019,"mg/l",0.002,"mg/l",0.003,"","A",""
"17ALG013","TOTAL ORGANIC CARBON",2017-06-13,"TOC","T",3.3,"mg/l",0.05,"mg/l",1,"","R","Equipment Blank error"
"17ALG014","Color, True",2017-06-13,"COLOR","T",50,"color unit",NA,"color unit",1,"","A",""
"17ALG014","pH of Color Analysis",2017-06-13,"PHCOLOR","T",7.79,"pH units",NA,"pH units",NA,"","A",""
"17ALG014","PHOSPHORUS, DISSOLVED (AS P)",2017-06-13,"7723-14-0","D",0.0773,"mg/l",0.002,"mg/l",0.003,"","A",""
"17ALG014","TOTAL ORGANIC CARBON",2017-06-13,"TOC","T",3.3,"mg/l",0.05,"mg/l",1,"","R","Equipment Blank error"
"17ALG015","ALKALINITY, TOTAL (AS CaCO3)",2017-06-13,"ALK","T",94.4,"mg/l",1,"mg/l",2,"","A",""
"17ALG015","Chlorophyll A",2017-06-13,"479-61-8","T",2.51,"ug/l",NA,"ug/l",0.16,"","T",""
"17ALG015","Color, True",2017-06-13,"COLOR","T",10,"color unit",NA,"color unit",1,"","T",""
"17ALG015","Nitrate+Nitrite as Nitrogen",2017-06-13,"NO3NO2N","T",0.0223,"mg/l",0.0025,"mg/l",0.0025,"","A",""
"17ALG015","Nitrogen, ammonia (As N)",2017-06-13,"7664-41-7","T",0.0166,"mg/l",8e-04,"mg/l",0.005,"","A",""
"17ALG015","NITROGEN, KJELDAHL, TOTAL",2017-06-13,"KN","T",0.35,"mg/l",0.08,"mg/l",0.1,"","A",""
"17ALG015","pH of Color Analysis",2017-06-13,"PHCOLOR","T",8.22,"pH units",NA,"pH units",NA,"","A",""
"17ALG015","PHOSPHORUS, DISSOLVED (AS P)",2017-06-13,"7723-14-0","D",0.005,"mg/l",0.002,"mg/l",0.003,"","A",""
"17ALG015","PHOSPHORUS, TOTAL (AS P)",2017-06-13,"7723-14-0","T",0.0132,"mg/l",0.002,"mg/l",0.003,"","A",""
"17ALG015","TOTAL ORGANIC CARBON",2017-06-13,"TOC","T",3.3,"mg/l",0.05,"mg/l",1,"","R","Equipment Blank error"
"17ALG016","Color, True",2017-06-13,"COLOR","T",17,"color unit",NA,"color unit",1,"","J","estimated value due to Equipment Blank error"
"17ALG016","Nitrate+Nitrite as Nitrogen",2017-06-13,"NO3NO2N","T",0.0114,"mg/l",0.0025,"mg/l",0.0025,"","A",""
"17ALG016","Nitrogen, ammonia (As N)",2017-06-13,"7664-41-7","T",0.849,"mg/l",8e-04,"mg/l",0.005,"","A",""
"17ALG016","NITROGEN, KJELDAHL, TOTAL",2017-06-13,"KN","T",1.07,"mg/l",0.08,"mg/l",0.1,"","A",""
"17ALG016","pH of Color Analysis",2017-06-13,"PHCOLOR","T",7.79,"pH units",NA,"pH units",NA,"","A",""
"17ALG016","PHOSPHORUS, DISSOLVED (AS P)",2017-06-13,"7723-14-0","D",0.207,"mg/l",0.01,"mg/l",0.015,"","R","Result should be less than the total"
"17ALG016","PHOSPHORUS, TOTAL (AS P)",2017-06-13,"7723-14-0","T",0.2,"mg/l",0.01,"mg/l",0.015,"","A",""
"17ALG016","TOTAL ORGANIC CARBON",2017-06-13,"TOC","T",3,"mg/l",0.05,"mg/l",1,"","R","Equipment Blank error"
"17ALG017","ALKALINITY, TOTAL (AS CaCO3)",2017-06-12,"ALK","T",10.8,"mg/l",1,"mg/l",2,"","A",""
"17ALG017","Chlorophyll A",2017-06-12,"479-61-8","T",3.45,"ug/l",NA,"ug/l",0.16,"","J","estimated value due to Equipment Blank error"
"17ALG017","Color, True",2017-06-12,"COLOR","T",8,"color unit",NA,"color unit",1,"","R","Equipment Blank error"
"17ALG017","Nitrate+Nitrite as Nitrogen",2017-06-12,"NO3NO2N","T",NA,"mg/l",0.0025,"mg/l",0.0025,"U","U","Analyte was analyzed for but not detected"
"17ALG017","Nitrogen, ammonia (As N)",2017-06-12,"7664-41-7","T",NA,"mg/l",8e-04,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected"
"17ALG017","NITROGEN, KJELDAHL, TOTAL",2017-06-12,"KN","T",0.2,"mg/l",0.08,"mg/l",0.1,"","A",""
"17ALG017","pH of Color Analysis",2017-06-12,"PHCOLOR","T",7.31,"pH units",NA,"pH units",NA,"","A",""
"17ALG017","PHOSPHORUS, DISSOLVED (AS P)",2017-06-12,"7723-14-0","D",NA,"mg/l",0.002,"mg/l",0.003,"U","U","Analyte was analyzed for but not detected"
"17ALG017","PHOSPHORUS, TOTAL (AS P)",2017-06-12,"7723-14-0","T",0.0075,"mg/l",0.002,"mg/l",0.003,"","A",""
"17ALG017","TOTAL ORGANIC CARBON",2017-06-12,"TOC","T",1.6,"mg/l",0.05,"mg/l",1,"","R","Equipment Blank error"
"17ALG018","Color, True",2017-06-12,"COLOR","T",16,"color unit",NA,"color unit",1,"","J","estimated value due to Equipment Blank error"
"17ALG018","Nitrate+Nitrite as Nitrogen",2017-06-12,"NO3NO2N","T",0.089,"mg/l",0.0025,"mg/l",0.0025,"","A",""
"17ALG018","Nitrogen, ammonia (As N)",2017-06-12,"7664-41-7","T",0.0761,"mg/l",8e-04,"mg/l",0.005,"","A",""
"17ALG018","NITROGEN, KJELDAHL, TOTAL",2017-06-12,"KN","T",0.26,"mg/l",0.08,"mg/l",0.1,"","A",""
"17ALG018","pH of Color Analysis",2017-06-12,"PHCOLOR","T",6.98,"pH units",NA,"pH units",NA,"","A",""
"17ALG018","PHOSPHORUS, DISSOLVED (AS P)",2017-06-12,"7723-14-0","D",NA,"mg/l",0.002,"mg/l",0.003,"U","U","Analyte was analyzed for but not detected"
"17ALG018","PHOSPHORUS, TOTAL (AS P)",2017-06-12,"7723-14-0","T",0.0068,"mg/l",0.002,"mg/l",0.003,"","A",""
"17ALG018","TOTAL ORGANIC CARBON",2017-06-12,"TOC","T",1.3,"mg/l",0.05,"mg/l",1,"","R","Equipment Blank error"
"17ALG019","ALKALINITY, TOTAL (AS CaCO3)",2017-06-12,"ALK","T",15.6,"mg/l",1,"mg/l",2,"","A",""
"17ALG019","Chlorophyll A",2017-06-12,"479-61-8","T",3.68,"ug/l",NA,"ug/l",0.16,"","J","estimated value due to Equipment Blank error"
"17ALG019","Color, True",2017-06-12,"COLOR","T",21,"color unit",NA,"color unit",1,"","J","estimated value due to Equipment Blank error"
"17ALG019","Nitrate+Nitrite as Nitrogen",2017-06-12,"NO3NO2N","T",NA,"mg/l",0.0025,"mg/l",0.0025,"U","U","Analyte was analyzed for but not detected"
"17ALG019","Nitrogen, ammonia (As N)",2017-06-12,"7664-41-7","T",NA,"mg/l",8e-04,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected"
"17ALG019","NITROGEN, KJELDAHL, TOTAL",2017-06-12,"KN","T",0.25,"mg/l",0.08,"mg/l",0.1,"","A",""
"17ALG019","pH of Color Analysis",2017-06-12,"PHCOLOR","T",7.28,"pH units",NA,"pH units",NA,"","A",""
"17ALG019","PHOSPHORUS, DISSOLVED (AS P)",2017-06-12,"7723-14-0","D",0.0037,"mg/l",0.002,"mg/l",0.003,"","A",""
"17ALG019","PHOSPHORUS, TOTAL (AS P)",2017-06-12,"7723-14-0","T",0.011,"mg/l",0.002,"mg/l",0.003,"","A",""
"17ALG019","TOTAL ORGANIC CARBON",2017-06-12,"TOC","T",2,"mg/l",0.05,"mg/l",1,"","R","Equipment Blank error"
"17ALG020","Color, True",2017-06-12,"COLOR","T",14,"color unit",NA,"color unit",1,"","T",""
"17ALG020","Nitrate+Nitrite as Nitrogen",2017-06-12,"NO3NO2N","T",0.0506,"mg/l",0.0025,"mg/l",0.0025,"","A",""
"17ALG020","Nitrogen, ammonia (As N)",2017-06-12,"7664-41-7","T",0.0255,"mg/l",8e-04,"mg/l",0.005,"","A",""
"17ALG020","NITROGEN, KJELDAHL, TOTAL",2017-06-12,"KN","T",0.26,"mg/l",0.08,"mg/l",0.1,"","A",""
"17ALG020","pH of Color Analysis",2017-06-12,"PHCOLOR","T",7.08,"pH units",NA,"pH units",NA,"","A",""
"17ALG020","PHOSPHORUS, DISSOLVED (AS P)",2017-06-12,"7723-14-0","D",0.0044,"mg/l",0.002,"mg/l",0.003,"","A",""
"17ALG020","PHOSPHORUS, TOTAL (AS P)",2017-06-12,"7723-14-0","T",0.0159,"mg/l",0.002,"mg/l",0.003,"","A",""
"17ALG020","TOTAL ORGANIC CARBON",2017-06-12,"TOC","T",1.7,"mg/l",0.05,"mg/l",1,"","R","Equipment Blank error"
"17ALG021","ALKALINITY, TOTAL (AS CaCO3)",2017-06-12,"ALK","T",20.1,"mg/l",1,"mg/l",2,"","A",""
"17ALG021","Chlorophyll A",2017-06-12,"479-61-8","T",13.7,"ug/l",NA,"ug/l",0.32,"","A",""
"17ALG021","Color, True",2017-06-12,"COLOR","T",18,"color unit",NA,"color unit",1,"","J","estimated value due to Equipment Blank error"
"17ALG021","Nitrate+Nitrite as Nitrogen",2017-06-12,"NO3NO2N","T",0.0705,"mg/l",0.0025,"mg/l",0.0025,"","A",""
"17ALG021","Nitrogen, ammonia (As N)",2017-06-12,"7664-41-7","T",NA,"mg/l",8e-04,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected"
"17ALG021","NITROGEN, KJELDAHL, TOTAL",2017-06-12,"KN","T",0.26,"mg/l",0.08,"mg/l",0.1,"","A",""
"17ALG021","pH of Color Analysis",2017-06-12,"PHCOLOR","T",7.22,"pH units",NA,"pH units",NA,"","A",""
"17ALG021","PHOSPHORUS, DISSOLVED (AS P)",2017-06-12,"7723-14-0","D",0.0037,"mg/l",0.002,"mg/l",0.003,"","A",""
"17ALG021","PHOSPHORUS, TOTAL (AS P)",2017-06-12,"7723-14-0","T",0.0148,"mg/l",0.002,"mg/l",0.003,"","A",""
"17ALG021","TOTAL ORGANIC CARBON",2017-06-12,"TOC","T",1.5,"mg/l",0.05,"mg/l",1,"","R","Equipment Blank error"
"17ALG101","ALKALINITY, TOTAL (AS CaCO3)",2017-07-11,"ALK","T",35.2,"mg/l",1,"mg/l",2,"","A",""
"17ALG101","Chlorophyll A",2017-07-11,"479-61-8","T",12.8,"ug/l",NA,"ug/l",0.32,"","A",""
"17ALG101","Color, True",2017-07-11,"COLOR","T",15,"color unit",NA,"color unit",1,"","T",""
"17ALG101","Nitrate+Nitrite as Nitrogen",2017-07-11,"NO3NO2N","T",0.0737,"mg/l",0.0014,"mg/l",0.002,"","A",""
"17ALG101","Nitrogen, ammonia (As N)",2017-07-11,"7664-41-7","T",0.0055,"mg/l",8e-04,"mg/l",0.005,"","A",""
"17ALG101","NITROGEN, KJELDAHL, TOTAL",2017-07-11,"KN","T",0.4,"mg/l",0.08,"mg/l",0.1,"","A",""
"17ALG101","pH of Color Analysis",2017-07-11,"PHCOLOR","T",7.68,"pH units",NA,"pH units",NA,"","A",""
"17ALG101","PHOSPHORUS, DISSOLVED (AS P)",2017-07-11,"7723-14-0","D",0.0039,"mg/l",0.002,"mg/l",0.003,"","A",""
"17ALG101","PHOSPHORUS, TOTAL (AS P)",2017-07-11,"7723-14-0","T",0.0155,"mg/l",0.002,"mg/l",0.003,"","A",""
"17ALG101","TOTAL ORGANIC CARBON",2017-07-11,"TOC","T",2.8,"mg/l",0.05,"mg/l",1,"","R","Equipment Blank error"
"17ALG102","Color, True",2017-07-11,"COLOR","T",25,"color unit",NA,"color unit",1,"","J","estimated value due to Equipment Blank error"
